cn_name,en_name,action_category_cn,action_category_en,job_abbrs,job_names_cn,job_names_en,levels,action_ids,source_sheets,is_role_action,is_pvp
天赐收成,Blessed Harvest,采集能力,DoL Ability,BTN,园艺工,Botanist,30,222,Action,False,False
天赐收成II,Blessed Harvest II,采集能力,DoL Ability,BTN,园艺工,Botanist,40,224,Action,False,False
丛林之相,Truth of Forests,能力,Ability,BTN,园艺工,Botanist,46,221,Action,True,False
大胆提纯,Brazen Woodsman,采集能力,DoL Ability,BTN,园艺工,Botanist,50,22187,Action,False,False
慎重提纯,Meticulous Woodsman,采集能力,DoL Ability,BTN,园艺工,Botanist,50,22188,Action,False,False
沃土的馈赠II,Pioneer's Gift II,采集能力,DoL Ability,BTN,园艺工,Botanist,50,25590,Action,False,False
开拓者的眼力,Luck of the Pioneer,采集能力,DoL Ability,BTN,园艺工,Botanist,55,4095,Action,False,False
丰收II,Bountiful Harvest II,采集能力,DoL Ability,BTN,园艺工,Botanist,68,273,Action,False,False
诺菲卡福音,Nophica's Tidings,采集能力,DoL Ability,BTN,园艺工,Botanist,81,21204,Action,False,False
隐行,Sneak,能力,Ability,BTN;FSH;MIN,园艺工;捕鱼人;采矿工,Botanist;Fisher;Miner,8,303;304;305,Action,False,False
极致强化洞察,Collector's Stellar Standard,采集能力,DoL Ability,BTN;MIN,园艺工;采矿工,Botanist;Miner,0,41307,Action,False,False
十二神加护,the Twelve's Bounty,采集能力,DoL Ability,BTN;MIN,园艺工;采矿工,Botanist;Miner,20,280;282,Action,False,False
收藏品采集,Collect,采集能力,DoL Ability,BTN;MIN,园艺工;采矿工,Botanist;Miner,50,240;815,Action,False,False
提纯,Scour,采集能力,DoL Ability,BTN;MIN,园艺工;采矿工,Botanist;Miner,50,22182;22186,Action,False,False
集中检查,Scrutiny,采集能力,DoL Ability,BTN;MIN,园艺工;采矿工,Botanist;Miner,50,22185;22189,Action,False,False
大地的恩惠,The Giving Land,采集能力,DoL Ability,BTN;MIN,园艺工;采矿工,Botanist;Miner,74,4589;4590,Action,False,False
价值瞩目,Collector's Focus,采集能力,DoL Ability,BTN;MIN,园艺工;采矿工,Botanist;Miner,85,21205;21206,Action,False,False
理智同兴,Wise to the World,采集能力,DoL Ability,BTN;MIN,园艺工;采矿工,Botanist;Miner,90,26521;26522,Action,False,False
预备碰触,Priming Touch,采集能力,DoL Ability,BTN;MIN,园艺工;采矿工,Botanist;Miner,95,34871;34872,Action,False,False
飞石,Stone,魔法,Spell,CNJ,幻术师,Conjurer,1,119,Action,False,False
治疗,Cure,魔法,Spell,CNJ,幻术师,Conjurer,2,120,Action,False,False
疾风,Aero,魔法,Spell,CNJ,幻术师,Conjurer,4,121,Action,False,False
医治,Medica,魔法,Spell,CNJ,幻术师,Conjurer,10,124,Action,False,False
复活,Raise,魔法,Spell,CNJ,幻术师,Conjurer,12,125,Action,False,False
坚石,Stone II,魔法,Spell,CNJ,幻术师,Conjurer,18,127,Action,False,False
救疗,Cure II,魔法,Spell,CNJ,幻术师,Conjurer,30,135,Action,False,False
烈风,Aero II,魔法,Spell,CNJ,幻术师,Conjurer,46,132,Action,False,False
医济,Medica II,魔法,Spell,CNJ,幻术师,Conjurer,50,133,Action,False,False
闭式舞姿,Closed Position,能力,Ability,DNC,舞者,Dancer,0,29431,Action,False,True
行列舞,Contradance,极限技,Limit Break,DNC,舞者,Dancer,0,29432,Action,False,True
治疗之华尔兹,Curing Waltz,能力,Ability,DNC,舞者,Dancer,0,29429,Action,False,True
前冲步,En Avant,能力,Ability,DNC,舞者,Dancer,0,29430,Action,False,True
扇舞,Fan Dance,能力,Ability,DNC,舞者,Dancer,0,29428,Action,False,True
刃舞,Honing Dance,战技,Weaponskill,DNC,舞者,Dancer,0,29422,Action,False,True
流星舞,Starfall Dance,战技,Weaponskill,DNC,舞者,Dancer,0,29421,Action,False,True
瀑泻,Cascade,战技,Weaponskill,DNC,舞者,Dancer,1,15989,Action,False,False
喷泉,Fountain,战技,Weaponskill,DNC,舞者,Dancer,2,15990,Action,False,False
双色标准舞步结束,Double Standard Finish,战技,Weaponskill,DNC,舞者,Dancer,15,16192,Action,False,False
蔷薇曲脚步,Emboite,战技,Weaponskill,DNC,舞者,Dancer,15,15999,Action,False,False
小鸟交叠跳,Entrechat,战技,Weaponskill,DNC,舞者,Dancer,15,16000,Action,False,False
绿叶小踢腿,Jete,战技,Weaponskill,DNC,舞者,Dancer,15,16001,Action,False,False
金冠趾尖转,Pirouette,战技,Weaponskill,DNC,舞者,Dancer,15,16002,Action,False,False
单色标准舞步结束,Single Standard Finish,战技,Weaponskill,DNC,舞者,Dancer,15,16191,Action,False,False
标准舞步结束,Standard Finish,战技,Weaponskill,DNC,舞者,Dancer,15,16003,Action,False,False
标准舞步,Standard Step,战技,Weaponskill,DNC,舞者,Dancer,15,15997,Action,False,False
风车,Windmill,战技,Weaponskill,DNC,舞者,Dancer,15,15993,Action,False,False
逆瀑泻,Reverse Cascade,战技,Weaponskill,DNC,舞者,Dancer,20,15991,Action,False,False
落刃雨,Bladeshower,战技,Weaponskill,DNC,舞者,Dancer,25,15994,Action,False,False
扇舞·序,Fan Dance,能力,Ability,DNC,舞者,Dancer,30,16007,Action,False,False
升风车,Rising Windmill,战技,Weaponskill,DNC,舞者,Dancer,35,15995,Action,False,False
坠喷泉,Fountainfall,战技,Weaponskill,DNC,舞者,Dancer,40,15992,Action,False,False
落血雨,Bloodshower,战技,Weaponskill,DNC,舞者,Dancer,45,15996,Action,False,False
前冲步,En Avant,能力,Ability,DNC,舞者,Dancer,50,16010,Action,False,False
扇舞·破,Fan Dance II,能力,Ability,DNC,舞者,Dancer,50,16008,Action,False,False
治疗之华尔兹,Curing Waltz,能力,Ability,DNC,舞者,Dancer,52,16015,Action,False,False
防守之桑巴,Shield Samba,能力,Ability,DNC,舞者,Dancer,56,16012,Action,False,False
闭式舞姿,Closed Position,能力,Ability,DNC,舞者,Dancer,60,16006,Action,False,False
解除闭式舞姿,Ending,能力,Ability,DNC,舞者,Dancer,60,18073,Action,False,False
进攻之探戈,Devilment,能力,Ability,DNC,舞者,Dancer,62,16011,Action,False,False
扇舞·急,Fan Dance III,能力,Ability,DNC,舞者,Dancer,66,16009,Action,False,False
双色技巧舞步结束,Double Technical Finish,战技,Weaponskill,DNC,舞者,Dancer,70,16194,Action,False,False
四色技巧舞步结束,Quadruple Technical Finish,战技,Weaponskill,DNC,舞者,Dancer,70,16196,Action,False,False
单色技巧舞步结束,Single Technical Finish,战技,Weaponskill,DNC,舞者,Dancer,70,16193,Action,False,False
技巧舞步结束,Technical Finish,战技,Weaponskill,DNC,舞者,Dancer,70,16004,Action,False,False
技巧舞步,Technical Step,战技,Weaponskill,DNC,舞者,Dancer,70,15998,Action,False,False
三色技巧舞步结束,Triple Technical Finish,战技,Weaponskill,DNC,舞者,Dancer,70,16195,Action,False,False
百花争艳,Flourish,能力,Ability,DNC,舞者,Dancer,72,16013,Action,False,False
剑舞,Saber Dance,战技,Weaponskill,DNC,舞者,Dancer,76,16005,Action,False,False
即兴表演,Improvisation,能力,Ability,DNC,舞者,Dancer,80,16014,Action,False,False
即兴表演结束,Improvised Finish,能力,Ability,DNC,舞者,Dancer,80,25789,Action,False,False
提拉纳,Tillana,战技,Weaponskill,DNC,舞者,Dancer,82,25790,Action,False,False
扇舞·终,Fan Dance IV,能力,Ability,DNC,舞者,Dancer,86,25791,Action,False,False
流星舞,Starfall Dance,战技,Weaponskill,DNC,舞者,Dancer,90,25792,Action,False,False
落幕舞,Last Dance,战技,Weaponskill,DNC,舞者,Dancer,92,36983,Action,False,False
结束动作,Finishing Move,战技,Weaponskill,DNC,舞者,Dancer,96,36984,Action,False,False
拂晓舞,Dance of the Dawn,战技,Weaponskill,DNC,舞者,Dancer,100,36985,Action,False,False
樱花缭乱,Chaotic Spring,战技,Weaponskill,DRG,龙骑士,Dragoon,0,29490,Action,False,True
回避跳跃,Elusive Jump,能力,Ability,DRG,龙骑士,Dragoon,0,29494,Action,False,True
武神枪,Geirskogul,能力,Ability,DRG,龙骑士,Dragoon,0,29491,Action,False,True
高跳,High Jump,能力,Ability,DRG,龙骑士,Dragoon,0,29493,Action,False,True
恐惧咆哮,Horrid Roar,能力,Ability,DRG,龙骑士,Dragoon,0,29496,Action,False,True
冲天,Sky High,极限技,Limit Break,DRG,龙骑士,Dragoon,0,29497,Action,False,True
跳跃,Jump,能力,Ability,DRG,龙骑士,Dragoon,30,92,Action,False,False
回避跳跃,Elusive Jump,能力,Ability,DRG,龙骑士,Dragoon,35,94,Action,False,False
死天枪,Doom Spike,战技,Weaponskill,DRG,龙骑士,Dragoon,40,86,Action,False,False
龙翼滑翔,Winged Glide,能力,Ability,DRG,龙骑士,Dragoon,45,36951,Action,False,False
龙炎冲,Dragonfire Dive,能力,Ability,DRG,龙骑士,Dragoon,50,96,Action,False,False
战斗连祷,Battle Litany,能力,Ability,DRG,龙骑士,Dragoon,52,3557,Action,False,False
龙牙龙爪,Fang and Claw,战技,Weaponskill,DRG,龙骑士,Dragoon,56,3554,Action,False,False
龙尾大回旋,Wheeling Thrust,战技,Weaponskill,DRG,龙骑士,Dragoon,58,3556,Action,False,False
武神枪,Geirskogul,能力,Ability,DRG,龙骑士,Dragoon,60,3555,Action,False,False
音速刺,Sonic Thrust,战技,Weaponskill,DRG,龙骑士,Dragoon,62,7397,Action,False,False
云蒸龙变,Drakesbane,战技,Weaponskill,DRG,龙骑士,Dragoon,64,36952,Action,False,False
幻象冲,Mirage Dive,能力,Ability,DRG,龙骑士,Dragoon,68,7399,Action,False,False
死者之岸,Nastrond,能力,Ability,DRG,龙骑士,Dragoon,70,7400,Action,False,False
山境酷刑,Coerthan Torment,战技,Weaponskill,DRG,龙骑士,Dragoon,72,16477,Action,False,False
高跳,High Jump,能力,Ability,DRG,龙骑士,Dragoon,74,16478,Action,False,False
龙眼雷电,Raiden Thrust,战技,Weaponskill,DRG,龙骑士,Dragoon,76,16479,Action,False,False
坠星冲,Stardiver,能力,Ability,DRG,龙骑士,Dragoon,80,16480,Action,False,False
龙眼苍穹,Draconian Fury,战技,Weaponskill,DRG,龙骑士,Dragoon,82,25770,Action,False,False
樱花缭乱,Chaotic Spring,战技,Weaponskill,DRG,龙骑士,Dragoon,86,25772,Action,False,False
苍穹刺,Heavens' Thrust,战技,Weaponskill,DRG,龙骑士,Dragoon,86,25771,Action,False,False
天龙点睛,Wyrmwind Thrust,能力,Ability,DRG,龙骑士,Dragoon,90,25773,Action,False,False
龙炎升,Rise of the Dragon,能力,Ability,DRG,龙骑士,Dragoon,92,36953,Action,False,False
前冲刺,Lance Barrage,战技,Weaponskill,DRG,龙骑士,Dragoon,96,36954,Action,False,False
螺旋击,Spiral Blow,战技,Weaponskill,DRG,龙骑士,Dragoon,96,36955,Action,False,False
渡星冲,Starcross,能力,Ability,DRG,龙骑士,Dragoon,100,36956,Action,False,False
扫腿,Leg Sweep,能力,Ability,DRG;LNC;MNK;NIN;PGL;ROG;RPR;SAM;VPR,双剑师;忍者;枪术师;格斗家;武僧;武士;蝰蛇剑士;钐镰客;龙骑士,Dragoon;Lancer;Monk;Ninja;Pugilist;Reaper;Rogue;Samurai;Viper,10,7863,Action,True,False
浴血,Bloodbath,能力,Ability,DRG;LNC;MNK;NIN;PGL;ROG;RPR;SAM;VPR,双剑师;忍者;枪术师;格斗家;武僧;武士;蝰蛇剑士;钐镰客;龙骑士,Dragoon;Lancer;Monk;Ninja;Pugilist;Reaper;Rogue;Samurai;Viper,12,7542,Action,True,False
牵制,Feint,能力,Ability,DRG;LNC;MNK;NIN;PGL;ROG;RPR;SAM;VPR,双剑师;忍者;枪术师;格斗家;武僧;武士;蝰蛇剑士;钐镰客;龙骑士,Dragoon;Lancer;Monk;Ninja;Pugilist;Reaper;Rogue;Samurai;Viper,22,7549,Action,True,False
真北,True North,能力,Ability,DRG;LNC;MNK;NIN;PGL;ROG;RPR;SAM;VPR,双剑师;忍者;枪术师;格斗家;武僧;武士;蝰蛇剑士;钐镰客;龙骑士,Dragoon;Lancer;Monk;Ninja;Pugilist;Reaper;Rogue;Samurai;Viper,50,7546,Action,True,False
夜昏,Eventide,极限技,Limit Break,DRK,暗黑骑士,Dark Knight,0,29097,Action,False,True
刺穿,Impalement,战技,Weaponskill,DRK,暗黑骑士,Dark Knight,0,41438,Action,False,True
跳斩,Plunge,能力,Ability,DRK,暗黑骑士,Dark Knight,0,29092,Action,False,True
腐秽大地,Salted Earth,能力,Ability,DRK,暗黑骑士,Dark Knight,0,29094,Action,False,True
暗影使者,Shadowbringer,能力,Ability,DRK,暗黑骑士,Dark Knight,0,29091,Action,False,True
至黑之夜,the Blackest Night,能力,Ability,DRK,暗黑骑士,Dark Knight,0,29093,Action,False,True
重斩,Hard Slash,战技,Weaponskill,DRK,暗黑骑士,Dark Knight,1,3617,Action,False,False
吸收斩,Syphon Strike,战技,Weaponskill,DRK,暗黑骑士,Dark Knight,2,3623,Action,False,False
释放,Unleash,魔法,Spell,DRK,暗黑骑士,Dark Knight,6,3621,Action,False,False
深恶痛绝,Grit,能力,Ability,DRK,暗黑骑士,Dark Knight,10,3629,Action,False,False
解除深恶痛绝,Release Grit,能力,Ability,DRK,暗黑骑士,Dark Knight,10,32067,Action,False,False
伤残,Unmend,魔法,Spell,DRK,暗黑骑士,Dark Knight,15,3624,Action,False,False
噬魂斩,Souleater,战技,Weaponskill,DRK,暗黑骑士,Dark Knight,26,3632,Action,False,False
暗黑波动,Flood of Darkness,能力,Ability,DRK,暗黑骑士,Dark Knight,30,16466,Action,False,False
嗜血,Blood Weapon,能力,Ability,DRK,暗黑骑士,Dark Knight,35,3625,Action,False,False
暗影墙,Shadow Wall,能力,Ability,DRK,暗黑骑士,Dark Knight,38,3636,Action,False,False
暗黑锋,Edge of Darkness,能力,Ability,DRK,暗黑骑士,Dark Knight,40,16467,Action,False,False
刚魂,Stalwart Soul,魔法,Spell,DRK,暗黑骑士,Dark Knight,40,16468,Action,False,False
弃明投暗,Dark Mind,能力,Ability,DRK,暗黑骑士,Dark Knight,45,3634,Action,False,False
行尸走肉,Living Dead,能力,Ability,DRK,暗黑骑士,Dark Knight,50,3638,Action,False,False
腐秽大地,Salted Earth,能力,Ability,DRK,暗黑骑士,Dark Knight,52,3639,Action,False,False
暗影步,Shadowstride,能力,Ability,DRK,暗黑骑士,Dark Knight,54,36926,Action,False,False
吸血深渊,Abyssal Drain,能力,Ability,DRK,暗黑骑士,Dark Knight,56,3641,Action,False,False
精雕怒斩,Carve and Spit,能力,Ability,DRK,暗黑骑士,Dark Knight,60,3643,Action,False,False
血溅,Bloodspiller,战技,Weaponskill,DRK,暗黑骑士,Dark Knight,62,7392,Action,False,False
寂灭,Quietus,战技,Weaponskill,DRK,暗黑骑士,Dark Knight,64,7391,Action,False,False
暗黑布道,Dark Missionary,能力,Ability,DRK,暗黑骑士,Dark Knight,66,16471,Action,False,False
血乱,Delirium,能力,Ability,DRK,暗黑骑士,Dark Knight,68,7390,Action,False,False
至黑之夜,The Blackest Night,能力,Ability,DRK,暗黑骑士,Dark Knight,70,7393,Action,False,False
暗影锋,Edge of Shadow,能力,Ability,DRK,暗黑骑士,Dark Knight,74,16470,Action,False,False
暗影波动,Flood of Shadow,能力,Ability,DRK,暗黑骑士,Dark Knight,74,16469,Action,False,False
掠影示现,Living Shadow,能力,Ability,DRK,暗黑骑士,Dark Knight,80,16472,Action,False,False
献奉,Oblation,能力,Ability,DRK,暗黑骑士,Dark Knight,82,25754,Action,False,False
腐秽黑暗,Salt and Darkness,能力,Ability,DRK,暗黑骑士,Dark Knight,86,25755;25756,Action,False,False
暗影使者,Shadowbringer,能力,Ability,DRK,暗黑骑士,Dark Knight,90,25757,Action,False,False
暗影卫,Shadowed Vigil,能力,Ability,DRK,暗黑骑士,Dark Knight,92,36927,Action,False,False
报应,Comeuppance,战技,Weaponskill,DRK,暗黑骑士,Dark Knight,96,36929,Action,False,False
刺穿,Impalement,战技,Weaponskill,DRK,暗黑骑士,Dark Knight,96,36931,Action,False,False
血红乱,Scarlet Delirium,战技,Weaponskill,DRK,暗黑骑士,Dark Knight,96,36928,Action,False,False
戮山,Torcleaver,战技,Weaponskill,DRK,暗黑骑士,Dark Knight,96,36930,Action,False,False
掠影的蔑视,Disesteem,战技,Weaponskill,DRK,暗黑骑士,Dark Knight,100,36932,Action,False,False
铁壁,Rampart,能力,Ability,DRK;GLA;GNB;MRD;PLD;WAR,剑术师;战士;斧术师;暗黑骑士;绝枪战士;骑士,Dark Knight;Gladiator;Gunbreaker;Marauder;Paladin;Warrior,8,7531,Action,True,False
下踢,Low Blow,能力,Ability,DRK;GLA;GNB;MRD;PLD;WAR,剑术师;战士;斧术师;暗黑骑士;绝枪战士;骑士,Dark Knight;Gladiator;Gunbreaker;Marauder;Paladin;Warrior,12,7540,Action,True,False
挑衅,Provoke,能力,Ability,DRK;GLA;GNB;MRD;PLD;WAR,剑术师;战士;斧术师;暗黑骑士;绝枪战士;骑士,Dark Knight;Gladiator;Gunbreaker;Marauder;Paladin;Warrior,15,7533,Action,True,False
插言,Interject,能力,Ability,DRK;GLA;GNB;MRD;PLD;WAR,剑术师;战士;斧术师;暗黑骑士;绝枪战士;骑士,Dark Knight;Gladiator;Gunbreaker;Marauder;Paladin;Warrior,18,7538,Action,True,False
雪仇,Reprisal,能力,Ability,DRK;GLA;GNB;MRD;PLD;WAR,剑术师;战士;斧术师;暗黑骑士;绝枪战士;骑士,Dark Knight;Gladiator;Gunbreaker;Marauder;Paladin;Warrior,22,7535,Action,True,False
退避,Shirk,能力,Ability,DRK;GLA;GNB;MRD;PLD;WAR,剑术师;战士;斧术师;暗黑骑士;绝枪战士;骑士,Dark Knight;Gladiator;Gunbreaker;Marauder;Paladin;Warrior,48,7537,Action,True,False
加钩,Multihook,采集能力,DoL Ability,FSH,捕鱼人,Fisher,0,42059,Action,False,False
华丽提钩,Stellar Hookset,采集能力,DoL Ability,FSH,捕鱼人,Fisher,0,41278,Action,False,False
选饵,Bait,采集能力,DoL Ability,FSH,捕鱼人,Fisher,1,288,Action,False,False
抛竿,Cast,采集能力,DoL Ability,FSH,捕鱼人,Fisher,1,289,Action,False,False
垂钓之光,Cast Light,采集能力,DoL Ability,FSH,捕鱼人,Fisher,1,2135,Action,False,False
提钩,Hook,采集能力,DoL Ability,FSH,捕鱼人,Fisher,1,296,Action,False,False
中断,Quit,采集能力,DoL Ability,FSH,捕鱼人,Fisher,1,299,Action,False,False
歇竿,Rest,采集能力,DoL Ability,FSH,捕鱼人,Fisher,1,37047,Action,False,False
撒饵,Chum,采集能力,DoL Ability,FSH,捕鱼人,Fisher,5,4104,Action,False,False
耐心,Patience,采集能力,DoL Ability,FSH,捕鱼人,Fisher,15,4102,Action,False,False
强力提钩,Powerful Hookset,采集能力,DoL Ability,FSH,捕鱼人,Fisher,15,4103,Action,False,False
精准提钩,Precision Hookset,采集能力,DoL Ability,FSH,捕鱼人,Fisher,15,4179,Action,False,False
沙利亚克的恩宠,Thaliak's Favor,采集能力,DoL Ability,FSH,捕鱼人,Fisher,15,26804,Action,False,False
放生,Release,采集能力,DoL Ability,FSH,捕鱼人,Fisher,22,300,Action,False,False
放生列表,Release List,采集能力,DoL Ability,FSH,捕鱼人,Fisher,22,19264,Action,False,False
以小钓大,Mooch,采集能力,DoL Ability,FSH,捕鱼人,Fisher,25,297,Action,False,False
钓组,Snagging,采集能力,DoL Ability,FSH,捕鱼人,Fisher,36,4100,Action,False,False
熟练渔技,Makeshift Bait,采集能力,DoL Ability,FSH,捕鱼人,Fisher,48,26805,Action,False,False
收藏品采集,Collect,能力,Ability,FSH,捕鱼人,Fisher,50,4101,Action,False,False
鱼眼,Fish Eyes,采集能力,DoL Ability,FSH,捕鱼人,Fisher,57,4105,Action,False,False
耐心II,Patience II,采集能力,DoL Ability,FSH,捕鱼人,Fisher,60,4106,Action,False,False
鱼群测定,Fathom,能力,Ability,FSH,捕鱼人,Fisher,61,7903,Action,True,False
刺鱼,Gig,采集能力,DoL Ability,FSH,捕鱼人,Fisher,61,7632,Action,False,False
鲨鱼之眼,Shark Eye,能力,Ability,FSH,捕鱼人,Fisher,61,7904,Action,True,False
以小钓大II,Mooch II,采集能力,DoL Ability,FSH,捕鱼人,Fisher,63,268,Action,False,False
熟练技巧,Veteran Trade,采集能力,DoL Ability,FSH,捕鱼人,Fisher,63,7906,Action,False,False
聚精鱼眼,Vital Sight,采集能力,DoL Ability,FSH,捕鱼人,Fisher,64,26870,Action,False,False
双重提钩,Double Hook,采集能力,DoL Ability,FSH,捕鱼人,Fisher,65,269,Action,False,False
鲨鱼之眼II,Shark Eye II,能力,Ability,FSH,捕鱼人,Fisher,65,7905,Action,True,False
海洋之相,Truth of Oceans,能力,Ability,FSH,捕鱼人,Fisher,65,7911,Action,True,False
打捞,Salvage,能力,Ability,FSH,捕鱼人,Fisher,67,7910,Action,False,False
嘉惠,Nature's Bounty,采集能力,DoL Ability,FSH,捕鱼人,Fisher,69,7909,Action,False,False
拍击水面,Surface Slap,采集能力,DoL Ability,FSH,捕鱼人,Fisher,71,4595,Action,False,False
闭气,Baited Breath,采集能力,DoL Ability,FSH,捕鱼人,Fisher,75,26871,Action,False,False
专一垂钓,Identical Cast,采集能力,DoL Ability,FSH,捕鱼人,Fisher,79,4596,Action,False,False
大鱼猎手,Prize Catch,采集能力,DoL Ability,FSH,捕鱼人,Fisher,81,26806,Action,False,False
电水流,Electric Current,采集能力,DoL Ability,FSH,捕鱼人,Fisher,85,26872,Action,False,False
三重提钩,Triple Hook,采集能力,DoL Ability,FSH,捕鱼人,Fisher,90,27523,Action,False,False
熟练妙招,Spareful Hand,采集能力,DoL Ability,FSH,捕鱼人,Fisher,91,37045,Action,False,False
大鱼的知识,Big-game Fishing,采集能力,DoL Ability,FSH,捕鱼人,Fisher,95,37046,Action,False,False
雄心之饵,Ambitious Lure,采集能力,DoL Ability,FSH,捕鱼人,Fisher,100,37594,Action,False,False
谦逊之饵,Modest Lure,采集能力,DoL Ability,FSH,捕鱼人,Fisher,100,37595,Action,False,False
先锋剑,Fast Blade,战技,Weaponskill,GLA,剑术师,Gladiator,1,9,Action,False,False
战逃反应,Fight or Flight,能力,Ability,GLA,剑术师,Gladiator,2,20,Action,False,False
暴乱剑,Riot Blade,战技,Weaponskill,GLA,剑术师,Gladiator,4,15,Action,False,False
全蚀斩,Total Eclipse,战技,Weaponskill,GLA,剑术师,Gladiator,6,7381,Action,False,False
钢铁信念,Iron Will,能力,Ability,GLA,剑术师,Gladiator,10,28,Action,False,False
盾牌猛击,Shield Bash,战技,Weaponskill,GLA,剑术师,Gladiator,10,16,Action,False,False
投盾,Shield Lob,战技,Weaponskill,GLA,剑术师,Gladiator,15,24,Action,False,False
战女神之怒,Rage of Halone,战技,Weaponskill,GLA,剑术师,Gladiator,26,21,Action,False,False
预警,Sentinel,能力,Ability,GLA,剑术师,Gladiator,38,17,Action,False,False
厄运流转,Circle of Scorn,能力,Ability,GLA,剑术师,Gladiator,50,23,Action,False,False
解除钢铁信念,Release Iron Will,能力,Ability,GLA;PLD,剑术师;骑士,Gladiator;Paladin,10,32065,Action,False,False
爆破领域,Blasting Zone,能力,Ability,GNB,绝枪战士,Gunbreaker,0,29128,Action,False,True
续剑,Continuation,能力,Ability,GNB,绝枪战士,Gunbreaker,0,29106,Action,False,True
命运之环,Fated Circle,战技,Weaponskill,GNB,绝枪战士,Gunbreaker,0,41511,Action,False,True
烈牙,Gnashing Fang,战技,Weaponskill,GNB,绝枪战士,Gunbreaker,0,29102,Action,False,True
刚玉之心,Heart of Corundum,能力,Ability,GNB,绝枪战士,Gunbreaker,0,41443,Action,False,True
连续剑,Relentless Rush,极限技,Limit Break,GNB,绝枪战士,Gunbreaker,0,29130,Action,False,True
粗分斩,Rough Divide,能力,Ability,GNB,绝枪战士,Gunbreaker,0,29123,Action,False,True
利刃斩,Keen Edge,战技,Weaponskill,GNB,绝枪战士,Gunbreaker,1,16137,Action,False,False
无情,No Mercy,能力,Ability,GNB,绝枪战士,Gunbreaker,2,16138,Action,False,False
残暴弹,Brutal Shell,战技,Weaponskill,GNB,绝枪战士,Gunbreaker,4,16139,Action,False,False
伪装,Camouflage,能力,Ability,GNB,绝枪战士,Gunbreaker,6,16140,Action,False,False
恶魔切,Demon Slice,战技,Weaponskill,GNB,绝枪战士,Gunbreaker,10,16141,Action,False,False
解除王室亲卫,Release Royal Guard,能力,Ability,GNB,绝枪战士,Gunbreaker,10,32068,Action,False,False
王室亲卫,Royal Guard,能力,Ability,GNB,绝枪战士,Gunbreaker,10,16142,Action,False,False
闪雷弹,Lightning Shot,战技,Weaponskill,GNB,绝枪战士,Gunbreaker,15,16143,Action,False,False
危险领域,Danger Zone,能力,Ability,GNB,绝枪战士,Gunbreaker,18,16144,Action,False,False
迅连斩,Solid Barrel,战技,Weaponskill,GNB,绝枪战士,Gunbreaker,26,16145,Action,False,False
爆发击,Burst Strike,战技,Weaponskill,GNB,绝枪战士,Gunbreaker,30,16162,Action,False,False
星云,Nebula,能力,Ability,GNB,绝枪战士,Gunbreaker,38,16148,Action,False,False
恶魔杀,Demon Slaughter,战技,Weaponskill,GNB,绝枪战士,Gunbreaker,40,16149,Action,False,False
极光,Aurora,能力,Ability,GNB,绝枪战士,Gunbreaker,45,16151,Action,False,False
超火流星,Superbolide,能力,Ability,GNB,绝枪战士,Gunbreaker,50,16152,Action,False,False
音速破,Sonic Break,战技,Weaponskill,GNB,绝枪战士,Gunbreaker,54,16153,Action,False,False
弹道,Trajectory,能力,Ability,GNB,绝枪战士,Gunbreaker,56,36934,Action,False,False
烈牙,Gnashing Fang,战技,Weaponskill,GNB,绝枪战士,Gunbreaker,60,16146,Action,False,False
猛兽爪,Savage Claw,战技,Weaponskill,GNB,绝枪战士,Gunbreaker,60,16147,Action,False,False
凶禽爪,Wicked Talon,战技,Weaponskill,GNB,绝枪战士,Gunbreaker,60,16150,Action,False,False
弓形冲波,Bow Shock,能力,Ability,GNB,绝枪战士,Gunbreaker,62,16159,Action,False,False
光之心,Heart of Light,能力,Ability,GNB,绝枪战士,Gunbreaker,64,16160,Action,False,False
石之心,Heart of Stone,能力,Ability,GNB,绝枪战士,Gunbreaker,68,16161,Action,False,False
裂膛,Abdomen Tear,能力,Ability,GNB,绝枪战士,Gunbreaker,70,16157,Action,False,False
续剑,Continuation,能力,Ability,GNB,绝枪战士,Gunbreaker,70,16155,Action,False,False
穿目,Eye Gouge,能力,Ability,GNB,绝枪战士,Gunbreaker,70,16158,Action,False,False
撕喉,Jugular Rip,能力,Ability,GNB,绝枪战士,Gunbreaker,70,16156,Action,False,False
命运之环,Fated Circle,战技,Weaponskill,GNB,绝枪战士,Gunbreaker,72,16163,Action,False,False
血壤,Bloodfest,能力,Ability,GNB,绝枪战士,Gunbreaker,76,16164,Action,False,False
爆破领域,Blasting Zone,能力,Ability,GNB,绝枪战士,Gunbreaker,80,16165,Action,False,False
刚玉之心,Heart of Corundum,能力,Ability,GNB,绝枪战士,Gunbreaker,82,25758,Action,False,False
超高速,Hypervelocity,能力,Ability,GNB,绝枪战士,Gunbreaker,86,25759,Action,False,False
倍攻,Double Down,战技,Weaponskill,GNB,绝枪战士,Gunbreaker,90,25760,Action,False,False
大星云,Great Nebula,能力,Ability,GNB,绝枪战士,Gunbreaker,92,36935,Action,False,False
命运之印,Fated Brand,能力,Ability,GNB,绝枪战士,Gunbreaker,96,36936,Action,False,False
终结之心,Lion Heart,战技,Weaponskill,GNB,绝枪战士,Gunbreaker,100,36939,Action,False,False
支配之心,Noble Blood,战技,Weaponskill,GNB,绝枪战士,Gunbreaker,100,36938,Action,False,False
