source_sheet,action_id,cn_name,en_name,action_category_cn,action_category_en,classjob_id,classjob_category_id,level,job_abbrs,job_names_cn,job_names_en,is_role_action,is_player_action,is_pvp
CraftAction,100441,工匠的神技,Trained Finesse,制作能力,DoH Ability,14,15,90,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100449,精炼加工,Refined Touch,制作能力,DoH Ability,14,15,92,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100457,冒进,Daring Touch,制作能力,DoH Ability,0,15,96,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100465,快速改革,Quick Innovation,制作能力,DoH Ability,14,15,96,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100473,巧夺天工,Immaculate Mend,制作能力,DoH Ability,14,15,98,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100481,工匠的绝技,Trained Perfection,制作能力,DoH Ability,14,15,100,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100105,制作,Basic Synthesis,制作能力,DoH Ability,15,16,1,CUL,烹调师,Culinarian,False,True,False
CraftAction,100106,加工,Basic Touch,制作能力,DoH Ability,15,16,5,CUL,烹调师,Culinarian,False,True,False
CraftAction,100107,精修,Master's Mend,制作能力,DoH Ability,15,16,7,CUL,烹调师,Culinarian,False,True,False
CraftAction,100362,仓促,Hasty Touch,制作能力,DoH Ability,15,16,9,CUL,烹调师,Culinarian,False,True,False
CraftAction,100370,高速制作,Rapid Synthesis,制作能力,DoH Ability,15,16,9,CUL,烹调师,Culinarian,False,True,False
CraftAction,100113,观察,Observe,制作能力,DoH Ability,15,16,13,CUL,烹调师,Culinarian,False,True,False
CraftAction,100378,秘诀,Tricks of the Trade,制作能力,DoH Ability,15,16,13,CUL,烹调师,Culinarian,False,True,False
Action,19304,崇敬,Veneration,制作能力,DoH Ability,15,16,15,CUL,烹调师,Culinarian,False,True,False
Action,4638,俭约,Waste Not,制作能力,DoH Ability,15,16,15,CUL,烹调师,Culinarian,False,True,False
CraftAction,100109,中级加工,Standard Touch,制作能力,DoH Ability,15,16,18,CUL,烹调师,Culinarian,False,True,False
Action,267,阔步,Great Strides,制作能力,DoH Ability,15,16,21,CUL,烹调师,Culinarian,False,True,False
Action,19011,改革,Innovation,制作能力,DoH Ability,15,16,26,CUL,烹调师,Culinarian,False,True,False
Action,19019,最终确认,Final Appraisal,制作能力,DoH Ability,15,16,42,CUL,烹调师,Culinarian,False,True,False
Action,19003,长期俭约,Waste Not II,制作能力,DoH Ability,15,16,47,CUL,烹调师,Culinarian,False,True,False
CraftAction,100346,比尔格的祝福,Byregot's Blessing,制作能力,DoH Ability,15,16,50,CUL,烹调师,Culinarian,False,True,False
CraftAction,100135,集中加工,Precise Touch,制作能力,DoH Ability,15,16,53,CUL,烹调师,Culinarian,False,True,False
CraftAction,100386,坚信,Muscle Memory,制作能力,DoH Ability,15,16,54,CUL,烹调师,Culinarian,False,True,False
CraftAction,100402,设计变动,Careful Observation,制作能力,DoH Ability,15,16,55,CUL,烹调师,Culinarian,False,True,False
CraftAction,100210,模范制作,Careful Synthesis,制作能力,DoH Ability,15,16,62,CUL,烹调师,Culinarian,False,True,False
Action,4581,掌握,Manipulation,制作能力,DoH Ability,15,16,65,CUL,烹调师,Culinarian,False,True,False
CraftAction,100234,俭约加工,Prudent Touch,制作能力,DoH Ability,15,16,66,CUL,烹调师,Culinarian,False,True,False
CraftAction,100418,上级加工,Advanced Touch,制作能力,DoH Ability,15,16,68,CUL,烹调师,Culinarian,False,True,False
CraftAction,100394,闲静,Reflect,制作能力,DoH Ability,15,16,69,CUL,烹调师,Culinarian,False,True,False
CraftAction,100306,坯料加工,Preparatory Touch,制作能力,DoH Ability,15,16,71,CUL,烹调师,Culinarian,False,True,False
CraftAction,100410,坯料制作,Groundwork,制作能力,DoH Ability,15,16,72,CUL,烹调师,Culinarian,False,True,False
CraftAction,100330,精密制作,Delicate Synthesis,制作能力,DoH Ability,15,16,76,CUL,烹调师,Culinarian,False,True,False
CraftAction,100322,集中制作,Intensive Synthesis,制作能力,DoH Ability,15,16,78,CUL,烹调师,Culinarian,False,True,False
CraftAction,100290,工匠的神速技巧,Trained Eye,制作能力,DoH Ability,15,16,80,CUL,烹调师,Culinarian,False,True,False
CraftAction,100426,专心致志,Heart and Soul,制作能力,DoH Ability,15,16,86,CUL,烹调师,Culinarian,False,True,False
CraftAction,100434,俭约制作,Prudent Synthesis,制作能力,DoH Ability,15,16,88,CUL,烹调师,Culinarian,False,True,False
CraftAction,100442,工匠的神技,Trained Finesse,制作能力,DoH Ability,15,16,90,CUL,烹调师,Culinarian,False,True,False
CraftAction,100450,精炼加工,Refined Touch,制作能力,DoH Ability,15,16,92,CUL,烹调师,Culinarian,False,True,False
CraftAction,100458,冒进,Daring Touch,制作能力,DoH Ability,0,16,96,CUL,烹调师,Culinarian,False,True,False
CraftAction,100466,快速改革,Quick Innovation,制作能力,DoH Ability,15,16,96,CUL,烹调师,Culinarian,False,True,False
CraftAction,100474,巧夺天工,Immaculate Mend,制作能力,DoH Ability,15,16,98,CUL,烹调师,Culinarian,False,True,False
CraftAction,100482,工匠的绝技,Trained Perfection,制作能力,DoH Ability,15,16,100,CUL,烹调师,Culinarian,False,True,False
Action,41307,极致强化洞察,Collector's Stellar Standard,采集能力,DoL Ability,-1,202,0,MIN;BTN,采矿工;园艺工,Miner;Botanist,False,True,False
Action,227,矿脉勘探,Prospect,能力,Ability,16,32,1,MIN,采矿工,Miner,True,True,False
Action,228,大地勘察,Lay of the Land,能力,Ability,16,32,3,MIN,采矿工,Miner,True,True,False
Action,235,敏锐视野,Sharp Vision,采集能力,DoL Ability,16,17,4,MIN,采矿工,Miner,False,True,False
Action,291,大地勘察II,Lay of the Land II,能力,Ability,16,32,5,MIN,采矿工,Miner,True,True,False
Action,237,敏锐视野II,Sharp Vision II,采集能力,DoL Ability,16,17,5,MIN,采矿工,Miner,False,True,False
Action,303,隐行,Sneak,能力,Ability,16,17,8,MIN,采矿工,Miner,False,True,False
Action,295,敏锐视野III,Sharp Vision III,采集能力,DoL Ability,16,17,10,MIN,采矿工,Miner,False,True,False
Action,21177,富矿的馈赠I,Mountaineer's Gift I,采集能力,DoL Ability,16,17,15,MIN,采矿工,Miner,False,True,False
Action,280,十二神加护,the Twelve's Bounty,采集能力,DoL Ability,16,17,20,MIN,采矿工,Miner,False,True,False
Action,4072,明晰视野,Clear Vision,采集能力,DoL Ability,16,17,23,MIN,采矿工,Miner,False,True,False
Action,4073,高产,Bountiful Yield,采集能力,DoL Ability,16,17,24,MIN,采矿工,Miner,False,True,False
Action,232,石工之理,Solid Reason,采集能力,DoL Ability,16,17,25,MIN,采矿工,Miner,False,True,False
Action,239,莫非王土,King's Yield,采集能力,DoL Ability,16,17,30,MIN,采矿工,Miner,False,True,False
Action,241,莫非王土II,King's Yield II,采集能力,DoL Ability,16,17,40,MIN,采矿工,Miner,False,True,False
Action,238,山岳之相,Truth of Mountains,能力,Ability,16,32,46,MIN,采矿工,Miner,True,True,False
Action,22183,大胆提纯,Brazen Prospector,采集能力,DoL Ability,16,17,50,MIN,采矿工,Miner,False,True,False
Action,240,收藏品采集,Collect,采集能力,DoL Ability,16,17,50,MIN,采矿工,Miner,False,True,False
Action,22184,慎重提纯,Meticulous Prospector,采集能力,DoL Ability,16,17,50,MIN,采矿工,Miner,False,True,False
Action,25589,富矿的馈赠II,Mountaineer's Gift II,采集能力,DoL Ability,16,17,50,MIN,采矿工,Miner,False,True,False
Action,22182,提纯,Scour,采集能力,DoL Ability,16,17,50,MIN,采矿工,Miner,False,True,False
Action,22185,集中检查,Scrutiny,采集能力,DoL Ability,16,17,50,MIN,采矿工,Miner,False,True,False
Action,4081,登山者的眼力,Luck of the Mountaineer,采集能力,DoL Ability,16,17,55,MIN,采矿工,Miner,False,True,False
Action,272,高产II,Bountiful Yield II,采集能力,DoL Ability,16,17,68,MIN,采矿工,Miner,False,True,False
Action,4589,大地的恩惠,The Giving Land,采集能力,DoL Ability,16,17,74,MIN,采矿工,Miner,False,True,False
Action,21203,纳尔札尔福音,Nald'thal's Tidings,采集能力,DoL Ability,16,17,81,MIN,采矿工,Miner,False,True,False
Action,21205,价值瞩目,Collector's Focus,采集能力,DoL Ability,16,17,85,MIN,采矿工,Miner,False,True,False
Action,26521,理智同兴,Wise to the World,采集能力,DoL Ability,16,17,90,MIN,采矿工,Miner,False,True,False
Action,34871,预备碰触,Priming Touch,采集能力,DoL Ability,16,17,95,MIN,采矿工,Miner,False,True,False
Action,210,三角测量,Triangulate,能力,Ability,17,32,1,BTN,园艺工,Botanist,True,True,False
Action,211,树木之声,Arbor Call,能力,Ability,17,32,3,BTN,园艺工,Botanist,True,True,False
Action,218,环境探知,Field Mastery,采集能力,DoL Ability,17,18,4,BTN,园艺工,Botanist,False,True,False
Action,290,树木之声II,Arbor Call II,能力,Ability,17,32,5,BTN,园艺工,Botanist,True,True,False
Action,220,环境探知II,Field Mastery II,采集能力,DoL Ability,17,18,5,BTN,园艺工,Botanist,False,True,False
Action,304,隐行,Sneak,能力,Ability,17,18,8,BTN,园艺工,Botanist,False,True,False
Action,294,环境探知III,Field Mastery III,采集能力,DoL Ability,17,18,10,BTN,园艺工,Botanist,False,True,False
Action,21178,沃土的馈赠I,Pioneer's Gift I,采集能力,DoL Ability,17,18,15,BTN,园艺工,Botanist,False,True,False
Action,282,十二神加护,the Twelve's Bounty,采集能力,DoL Ability,17,18,20,BTN,园艺工,Botanist,False,True,False
Action,4086,植被专精,Flora Mastery,采集能力,DoL Ability,17,18,23,BTN,园艺工,Botanist,False,True,False
Action,4087,丰收,Bountiful Harvest,采集能力,DoL Ability,17,18,24,BTN,园艺工,Botanist,False,True,False
Action,215,农夫之智,Ageless Words,采集能力,DoL Ability,17,18,25,BTN,园艺工,Botanist,False,True,False
Action,222,天赐收成,Blessed Harvest,采集能力,DoL Ability,17,18,30,BTN,园艺工,Botanist,False,True,False
Action,224,天赐收成II,Blessed Harvest II,采集能力,DoL Ability,17,18,40,BTN,园艺工,Botanist,False,True,False
Action,221,丛林之相,Truth of Forests,能力,Ability,17,32,46,BTN,园艺工,Botanist,True,True,False
Action,22187,大胆提纯,Brazen Woodsman,采集能力,DoL Ability,17,18,50,BTN,园艺工,Botanist,False,True,False
Action,815,收藏品采集,Collect,采集能力,DoL Ability,17,18,50,BTN,园艺工,Botanist,False,True,False
Action,22188,慎重提纯,Meticulous Woodsman,采集能力,DoL Ability,17,18,50,BTN,园艺工,Botanist,False,True,False
Action,25590,沃土的馈赠II,Pioneer's Gift II,采集能力,DoL Ability,17,18,50,BTN,园艺工,Botanist,False,True,False
Action,22186,提纯,Scour,采集能力,DoL Ability,17,18,50,BTN,园艺工,Botanist,False,True,False
Action,22189,集中检查,Scrutiny,采集能力,DoL Ability,17,18,50,BTN,园艺工,Botanist,False,True,False
Action,4095,开拓者的眼力,Luck of the Pioneer,采集能力,DoL Ability,17,18,55,BTN,园艺工,Botanist,False,True,False
Action,273,丰收II,Bountiful Harvest II,采集能力,DoL Ability,17,18,68,BTN,园艺工,Botanist,False,True,False
Action,4590,大地的恩惠,The Giving Land,采集能力,DoL Ability,17,18,74,BTN,园艺工,Botanist,False,True,False
Action,21204,诺菲卡福音,Nophica's Tidings,采集能力,DoL Ability,17,18,81,BTN,园艺工,Botanist,False,True,False
Action,21206,价值瞩目,Collector's Focus,采集能力,DoL Ability,17,18,85,BTN,园艺工,Botanist,False,True,False
Action,26522,理智同兴,Wise to the World,采集能力,DoL Ability,17,18,90,BTN,园艺工,Botanist,False,True,False
Action,34872,预备碰触,Priming Touch,采集能力,DoL Ability,17,18,95,BTN,园艺工,Botanist,False,True,False
Action,42059,加钩,Multihook,采集能力,DoL Ability,-1,19,0,FSH,捕鱼人,Fisher,False,True,False
Action,41278,华丽提钩,Stellar Hookset,采集能力,DoL Ability,-1,19,0,FSH,捕鱼人,Fisher,False,True,False
Action,288,选饵,Bait,采集能力,DoL Ability,18,19,1,FSH,捕鱼人,Fisher,False,True,False
Action,289,抛竿,Cast,采集能力,DoL Ability,18,19,1,FSH,捕鱼人,Fisher,False,True,False
Action,2135,垂钓之光,Cast Light,采集能力,DoL Ability,18,19,1,FSH,捕鱼人,Fisher,False,True,False
Action,296,提钩,Hook,采集能力,DoL Ability,18,19,1,FSH,捕鱼人,Fisher,False,True,False
Action,299,中断,Quit,采集能力,DoL Ability,18,19,1,FSH,捕鱼人,Fisher,False,True,False
Action,37047,歇竿,Rest,采集能力,DoL Ability,18,19,1,FSH,捕鱼人,Fisher,False,True,False
Action,4104,撒饵,Chum,采集能力,DoL Ability,18,19,5,FSH,捕鱼人,Fisher,False,True,False
Action,305,隐行,Sneak,能力,Ability,18,19,8,FSH,捕鱼人,Fisher,False,True,False
Action,4102,耐心,Patience,采集能力,DoL Ability,18,19,15,FSH,捕鱼人,Fisher,False,True,False
Action,4103,强力提钩,Powerful Hookset,采集能力,DoL Ability,18,19,15,FSH,捕鱼人,Fisher,False,True,False
Action,4179,精准提钩,Precision Hookset,采集能力,DoL Ability,18,19,15,FSH,捕鱼人,Fisher,False,True,False
Action,26804,沙利亚克的恩宠,Thaliak's Favor,采集能力,DoL Ability,18,19,15,FSH,捕鱼人,Fisher,False,True,False
Action,300,放生,Release,采集能力,DoL Ability,18,19,22,FSH,捕鱼人,Fisher,False,True,False
Action,19264,放生列表,Release List,采集能力,DoL Ability,18,19,22,FSH,捕鱼人,Fisher,False,True,False
Action,297,以小钓大,Mooch,采集能力,DoL Ability,18,19,25,FSH,捕鱼人,Fisher,False,True,False
Action,4100,钓组,Snagging,采集能力,DoL Ability,18,19,36,FSH,捕鱼人,Fisher,False,True,False
Action,26805,熟练渔技,Makeshift Bait,采集能力,DoL Ability,18,19,48,FSH,捕鱼人,Fisher,False,True,False
Action,4101,收藏品采集,Collect,能力,Ability,18,19,50,FSH,捕鱼人,Fisher,False,True,False
Action,4105,鱼眼,Fish Eyes,采集能力,DoL Ability,18,19,57,FSH,捕鱼人,Fisher,False,True,False
Action,4106,耐心II,Patience II,采集能力,DoL Ability,18,19,60,FSH,捕鱼人,Fisher,False,True,False
Action,7903,鱼群测定,Fathom,能力,Ability,18,32,61,FSH,捕鱼人,Fisher,True,True,False
Action,7632,刺鱼,Gig,采集能力,DoL Ability,18,19,61,FSH,捕鱼人,Fisher,False,True,False
Action,7904,鲨鱼之眼,Shark Eye,能力,Ability,18,32,61,FSH,捕鱼人,Fisher,True,True,False
Action,268,以小钓大II,Mooch II,采集能力,DoL Ability,18,19,63,FSH,捕鱼人,Fisher,False,True,False
Action,7906,熟练技巧,Veteran Trade,采集能力,DoL Ability,18,19,63,FSH,捕鱼人,Fisher,False,True,False
Action,26870,聚精鱼眼,Vital Sight,采集能力,DoL Ability,18,19,64,FSH,捕鱼人,Fisher,False,True,False
Action,269,双重提钩,Double Hook,采集能力,DoL Ability,18,19,65,FSH,捕鱼人,Fisher,False,True,False
Action,7905,鲨鱼之眼II,Shark Eye II,能力,Ability,18,32,65,FSH,捕鱼人,Fisher,True,True,False
Action,7911,海洋之相,Truth of Oceans,能力,Ability,18,32,65,FSH,捕鱼人,Fisher,True,True,False
Action,7910,打捞,Salvage,能力,Ability,18,19,67,FSH,捕鱼人,Fisher,False,True,False
Action,7909,嘉惠,Nature's Bounty,采集能力,DoL Ability,18,19,69,FSH,捕鱼人,Fisher,False,True,False
Action,4595,拍击水面,Surface Slap,采集能力,DoL Ability,18,19,71,FSH,捕鱼人,Fisher,False,True,False
Action,26871,闭气,Baited Breath,采集能力,DoL Ability,18,19,75,FSH,捕鱼人,Fisher,False,True,False
Action,4596,专一垂钓,Identical Cast,采集能力,DoL Ability,18,19,79,FSH,捕鱼人,Fisher,False,True,False
Action,26806,大鱼猎手,Prize Catch,采集能力,DoL Ability,18,19,81,FSH,捕鱼人,Fisher,False,True,False
Action,26872,电水流,Electric Current,采集能力,DoL Ability,18,19,85,FSH,捕鱼人,Fisher,False,True,False
Action,27523,三重提钩,Triple Hook,采集能力,DoL Ability,18,19,90,FSH,捕鱼人,Fisher,False,True,False
Action,37045,熟练妙招,Spareful Hand,采集能力,DoL Ability,18,19,91,FSH,捕鱼人,Fisher,False,True,False
Action,37046,大鱼的知识,Big-game Fishing,采集能力,DoL Ability,18,19,95,FSH,捕鱼人,Fisher,False,True,False
Action,37594,雄心之饵,Ambitious Lure,采集能力,DoL Ability,18,19,100,FSH,捕鱼人,Fisher,False,True,False
Action,37595,谦逊之饵,Modest Lure,采集能力,DoL Ability,18,19,100,FSH,捕鱼人,Fisher,False,True,False
Action,29,深奥之灵,Spirits Within,能力,Ability,19,20,30,PLD,骑士,Paladin,False,True,False
Action,3542,盾阵,Sheltron,能力,Ability,19,20,35,PLD,骑士,Paladin,False,True,False
Action,16457,日珥斩,Prominence,战技,Weaponskill,19,20,40,PLD,骑士,Paladin,False,True,False
Action,27,保护,Cover,能力,Ability,19,20,45,PLD,骑士,Paladin,False,True,False
Action,30,神圣领域,Hallowed Ground,能力,Ability,19,20,50,PLD,骑士,Paladin,False,True,False
Action,22,壁垒,Bulwark,能力,Ability,19,20,52,PLD,骑士,Paladin,False,True,False
Action,3538,沥血剑,Goring Blade,战技,Weaponskill,19,20,54,PLD,骑士,Paladin,False,True,False
Action,3540,圣光幕帘,Divine Veil,能力,Ability,19,20,56,PLD,骑士,Paladin,False,True,False
Action,3541,深仁厚泽,Clemency,魔法,Spell,19,20,58,PLD,骑士,Paladin,False,True,False
Action,3539,王权剑,Royal Authority,战技,Weaponskill,19,20,60,PLD,骑士,Paladin,False,True,False
Action,7382,干预,Intervention,能力,Ability,19,20,62,PLD,骑士,Paladin,False,True,False
Action,7384,圣灵,Holy Spirit,魔法,Spell,19,20,64,PLD,骑士,Paladin,False,True,False
Action,16461,调停,Intervene,能力,Ability,19,20,66,PLD,骑士,Paladin,False,True,False
Action,7383,安魂祈祷,Requiescat,能力,Ability,19,20,68,PLD,骑士,Paladin,False,True,False
Action,7385,武装戍卫,Passage of Arms,能力,Ability,19,20,70,PLD,骑士,Paladin,False,True,False
Action,16458,圣环,Holy Circle,魔法,Spell,19,20,72,PLD,骑士,Paladin,False,True,False
Action,16460,赎罪剑,Atonement,战技,Weaponskill,19,20,76,PLD,骑士,Paladin,False,True,False
Action,36919,葬送剑,Sepulchre,战技,Weaponskill,0,20,76,PLD,骑士,Paladin,False,False,False
Action,36918,祈告剑,Supplication,战技,Weaponskill,0,20,76,PLD,骑士,Paladin,False,False,False
Action,16459,悔罪,Confiteor,魔法,Spell,19,20,80,PLD,骑士,Paladin,False,True,False
Action,25746,圣盾阵,Holy Sheltron,能力,Ability,19,20,82,PLD,骑士,Paladin,False,True,False
Action,25747,偿赎剑,Expiacion,能力,Ability,19,20,86,PLD,骑士,Paladin,False,True,False
Action,25748,信念之剑,Blade of Faith,魔法,Spell,0,20,90,PLD,骑士,Paladin,False,False,False
Action,25749,真理之剑,Blade of Truth,魔法,Spell,0,20,90,PLD,骑士,Paladin,False,False,False
Action,25750,英勇之剑,Blade of Valor,魔法,Spell,0,20,90,PLD,骑士,Paladin,False,False,False
Action,36920,极致防御,Guardian,能力,Ability,19,20,92,PLD,骑士,Paladin,False,True,False
Action,36921,绝对统治,Imperator,能力,Ability,19,20,96,PLD,骑士,Paladin,False,True,False
Action,36922,荣耀之剑,Blade of Honor,能力,Ability,0,20,100,PLD,骑士,Paladin,False,False,False
Action,70,地烈劲,Rockbreaker,战技,Weaponskill,20,21,30,MNK,武僧,Monk,False,True,False
Action,25762,轻身步法,Thunderclap,能力,Ability,20,21,35,MNK,武僧,Monk,False,True,False
Action,25763,空鸣拳,Howling Fist,能力,Ability,20,21,40,MNK,武僧,Monk,False,True,False
Action,36941,空鸣斗气,Inspirited Meditation,能力,Ability,20,21,40,MNK,武僧,Monk,False,True,False
Action,16473,四面脚,Four-point Fury,战技,Weaponskill,20,21,45,MNK,武僧,Monk,False,True,False
Action,69,震脚,Perfect Balance,能力,Ability,20,21,50,MNK,武僧,Monk,False,True,False
Action,4262,演武,Form Shift,战技,Weaponskill,20,21,52,MNK,武僧,Monk,False,True,False
Action,36942,阴阳斗气,Forbidden Meditation,能力,Ability,20,21,54,MNK,武僧,Monk,False,True,False
Action,3547,阴阳斗气斩,the Forbidden Chakra,能力,Ability,20,21,54,MNK,武僧,Monk,False,True,False
Action,25765,翻天脚,Celestial Revolution,战技,Weaponskill,0,21,60,MNK,武僧,Monk,False,False,False
Action,3545,苍气炮,Elixir Field,战技,Weaponskill,0,21,60,MNK,武僧,Monk,False,False,False
Action,25882,爆裂脚,Flint Strike,战技,Weaponskill,0,21,60,MNK,武僧,Monk,False,False,False
Action,25764,必杀技,Masterful Blitz,战技,Weaponskill,20,21,60,MNK,武僧,Monk,False,True,False
Action,3543,斗魂旋风脚,Tornado Kick,战技,Weaponskill,0,21,60,MNK,武僧,Monk,False,False,False
Action,36944,金刚周天,Earth's Reply,能力,Ability,20,21,64,MNK,武僧,Monk,False,True,False
Action,7394,金刚极意,Riddle of Earth,能力,Ability,20,21,64,MNK,武僧,Monk,False,True,False
Action,7395,红莲极意,Riddle of Fire,能力,Ability,20,21,68,MNK,武僧,Monk,False,True,False
Action,7396,义结金兰,Brotherhood,能力,Ability,20,21,70,MNK,武僧,Monk,False,True,False
Action,25766,疾风极意,Riddle of Wind,能力,Ability,20,21,72,MNK,武僧,Monk,False,True,False
Action,36943,万象斗气,Enlightened Meditation,能力,Ability,20,21,74,MNK,武僧,Monk,False,True,False
Action,16474,万象斗气圈,Enlightenment,能力,Ability,20,21,74,MNK,武僧,Monk,False,True,False
Action,16476,六合星导脚,Six-sided Star,战技,Weaponskill,20,21,80,MNK,武僧,Monk,False,True,False
Action,25767,破坏神脚,Shadow of the Destroyer,战技,Weaponskill,20,21,82,MNK,武僧,Monk,False,True,False
Action,25768,凤凰舞,Rising Phoenix,战技,Weaponskill,0,21,86,MNK,武僧,Monk,False,False,False
Action,25769,梦幻斗舞,Phantom Rush,战技,Weaponskill,0,21,90,MNK,武僧,Monk,False,False,False
Action,36948,真空波,Elixir Burst,战技,Weaponskill,0,21,92,MNK,武僧,Monk,False,False,False
Action,36945,猿舞连击,Leaping Opo,战技,Weaponskill,20,21,92,MNK,武僧,Monk,False,True,False
Action,36947,豹袭崩拳,Pouncing Coeurl,战技,Weaponskill,20,21,92,MNK,武僧,Monk,False,True,False
Action,36946,龙颚正拳,Rising Raptor,战技,Weaponskill,20,21,92,MNK,武僧,Monk,False,True,False
Action,36949,绝空拳,Wind's Reply,战技,Weaponskill,20,21,96,MNK,武僧,Monk,False,True,False
Action,36950,乾坤斗气弹,Fire's Reply,战技,Weaponskill,20,21,100,MNK,武僧,Monk,False,True,False
Action,49,原初之魂,Inner Beast,战技,Weaponskill,21,22,35,WAR,战士,Warrior,False,True,False
Action,16462,秘银暴风,Mythril Tempest,战技,Weaponskill,21,22,40,WAR,战士,Warrior,False,True,False
Action,51,钢铁旋风,Steel Cyclone,战技,Weaponskill,21,22,45,WAR,战士,Warrior,False,True,False
Action,52,战嚎,Infuriate,能力,Ability,21,22,50,WAR,战士,Warrior,False,True,False
Action,3549,裂石飞环,Fell Cleave,战技,Weaponskill,21,22,54,WAR,战士,Warrior,False,True,False
Action,3551,原初的直觉,Raw Intuition,能力,Ability,21,22,56,WAR,战士,Warrior,False,True,False
Action,3552,泰然自若,Equilibrium,能力,Ability,21,22,58,WAR,战士,Warrior,False,True,False
Action,3550,地毁人亡,Decimate,战技,Weaponskill,21,22,60,WAR,战士,Warrior,False,True,False
Action,7386,猛攻,Onslaught,能力,Ability,21,22,62,WAR,战士,Warrior,False,True,False
Action,7387,动乱,Upheaval,能力,Ability,21,22,64,WAR,战士,Warrior,False,True,False
Action,7388,摆脱,Shake It Off,能力,Ability,21,22,68,WAR,战士,Warrior,False,True,False
Action,7389,原初的解放,Inner Release,能力,Ability,21,22,70,WAR,战士,Warrior,False,True,False
Action,16463,混沌旋风,Chaotic Cyclone,战技,Weaponskill,0,22,72,WAR,战士,Warrior,False,False,False
Action,16464,原初的勇猛,Nascent Flash,能力,Ability,21,22,76,WAR,战士,Warrior,False,True,False
Action,16465,狂魂,Inner Chaos,战技,Weaponskill,0,22,80,WAR,战士,Warrior,False,False,False
Action,25751,原初的血气,Bloodwhetting,能力,Ability,21,22,82,WAR,战士,Warrior,False,True,False
Action,25752,群山隆起,Orogeny,能力,Ability,21,22,86,WAR,战士,Warrior,False,True,False
Action,25753,蛮荒崩裂,Primal Rend,战技,Weaponskill,21,22,90,WAR,战士,Warrior,False,True,False
Action,36923,戮罪,Damnation,能力,Ability,21,22,92,WAR,战士,Warrior,False,True,False
Action,36924,原初的怒震,Primal Wrath,能力,Ability,0,22,96,WAR,战士,Warrior,False,False,False
Action,36925,尽毁,Primal Ruination,战技,Weaponskill,0,22,100,WAR,战士,Warrior,False,False,False
Action,92,跳跃,Jump,能力,Ability,22,23,30,DRG,龙骑士,Dragoon,False,True,False
Action,94,回避跳跃,Elusive Jump,能力,Ability,22,23,35,DRG,龙骑士,Dragoon,False,True,False
Action,86,死天枪,Doom Spike,战技,Weaponskill,22,23,40,DRG,龙骑士,Dragoon,False,True,False
Action,36951,龙翼滑翔,Winged Glide,能力,Ability,22,23,45,DRG,龙骑士,Dragoon,False,True,False
Action,96,龙炎冲,Dragonfire Dive,能力,Ability,22,23,50,DRG,龙骑士,Dragoon,False,True,False
Action,3557,战斗连祷,Battle Litany,能力,Ability,22,23,52,DRG,龙骑士,Dragoon,False,True,False
Action,3554,龙牙龙爪,Fang and Claw,战技,Weaponskill,22,23,56,DRG,龙骑士,Dragoon,False,True,False
Action,3556,龙尾大回旋,Wheeling Thrust,战技,Weaponskill,22,23,58,DRG,龙骑士,Dragoon,False,True,False
Action,3555,武神枪,Geirskogul,能力,Ability,22,23,60,DRG,龙骑士,Dragoon,False,True,False
Action,7397,音速刺,Sonic Thrust,战技,Weaponskill,22,23,62,DRG,龙骑士,Dragoon,False,True,False
Action,36952,云蒸龙变,Drakesbane,战技,Weaponskill,0,23,64,DRG,龙骑士,Dragoon,False,True,False
Action,7399,幻象冲,Mirage Dive,能力,Ability,22,23,68,DRG,龙骑士,Dragoon,False,True,False
Action,7400,死者之岸,Nastrond,能力,Ability,22,23,70,DRG,龙骑士,Dragoon,False,True,False
Action,16477,山境酷刑,Coerthan Torment,战技,Weaponskill,22,23,72,DRG,龙骑士,Dragoon,False,True,False
Action,16478,高跳,High Jump,能力,Ability,22,23,74,DRG,龙骑士,Dragoon,False,True,False
Action,16479,龙眼雷电,Raiden Thrust,战技,Weaponskill,0,23,76,DRG,龙骑士,Dragoon,False,False,False
Action,16480,坠星冲,Stardiver,能力,Ability,22,23,80,DRG,龙骑士,Dragoon,False,True,False
Action,25770,龙眼苍穹,Draconian Fury,战技,Weaponskill,0,23,82,DRG,龙骑士,Dragoon,False,False,False
Action,25772,樱花缭乱,Chaotic Spring,战技,Weaponskill,22,23,86,DRG,龙骑士,Dragoon,False,True,False
Action,25771,苍穹刺,Heavens' Thrust,战技,Weaponskill,22,23,86,DRG,龙骑士,Dragoon,False,True,False
Action,25773,天龙点睛,Wyrmwind Thrust,能力,Ability,22,23,90,DRG,龙骑士,Dragoon,False,True,False
Action,36953,龙炎升,Rise of the Dragon,能力,Ability,22,23,92,DRG,龙骑士,Dragoon,False,True,False
Action,36954,前冲刺,Lance Barrage,战技,Weaponskill,22,23,96,DRG,龙骑士,Dragoon,False,True,False
Action,36955,螺旋击,Spiral Blow,战技,Weaponskill,22,23,96,DRG,龙骑士,Dragoon,False,True,False
Action,36956,渡星冲,Starcross,能力,Ability,22,23,100,DRG,龙骑士,Dragoon,False,True,False
